ip	asn	bgp_prefix	cc	registry	allocated	as_org
20.83.249.102	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.83.251.244	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.83.252.231	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.83.254.17	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.83.254.108	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.83.255.187	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.0.169	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.1.165	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.25.115	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.32.115	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.32.126	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.32.234	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.34.20	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.34.160	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.34.226	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.35.145	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.36.1	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.36.34	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.36.93	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.36.216	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.49.115	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.50.100	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.51.64	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.53.34	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.53.91	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.53.222	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.54.26	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.54.200	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.54.206	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.57.216	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.88.62.54	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.56.42	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.66.151	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.67.103	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.68.141	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.68.159	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.69.45	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.69.49	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.70.89	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.71.108	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.71.197	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.71.212	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.72.18	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.72.80	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.73.171	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.88.135	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.88.180	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.90.43	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.90.111	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.92.76	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.94.106	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.94.229	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.198.85	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.199.93	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.199.191	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.201.44	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.201.53	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.201.108	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.203.132	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.204.212	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.204.248	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.206.8	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.206.33	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.206.82	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.207.109	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.209.95	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.218.78	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.244.160	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.244.206	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.245.171	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.245.243	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.245.249	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.246.0	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.247.206	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.247.235	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.248.3	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.248.158	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.94.253.68	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.1.65	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.3.193	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.5.47	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.6.238	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.7.19	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.12.0	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.19.60	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.33.117	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.34.2	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.34.28	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.34.43	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.36.18	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.36.69	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.36.73	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.36.120	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.37.10	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.114.148	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.115.22	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.116.121	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.96.118.122	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.0.2	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.0.13	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.0.237	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.3.58	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.3.232	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.4.44	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.4.225	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.5.66	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.5.146	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.5.147	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.7.0	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.7.22	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.7.251	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.8.19	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.8.82	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.9.233	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.10.209	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.10.226	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.11.164	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.11.221	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.11.227	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.12.63	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.12.74	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.12.173	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.13.31	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.13.47	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.13.150	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.13.151	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.15.246	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.15.249	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.16.248	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.18.204	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.18.206	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.18.211	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.18.219	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.18.221	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.21.77	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.24.207	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.25.117	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.26.53	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.26.74	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.26.106	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.26.232	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.28.252	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.48.20	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.48.83	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.49.160	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.50.55	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.50.161	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.50.164	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.53.117	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.56.87	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.56.111	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.56.149	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.56.171	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.57.17	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.46	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.91	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.112	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.122	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.143	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.146	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.58.251	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.59.17	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.64.2	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.64.32	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.65.49	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.65.79	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.65.144	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.65.213	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.66.4	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.66.8	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.66.65	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.66.153	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.120.218	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.121.23	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.121.53	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.121.84	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.121.97	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.124.50	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.124.93	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.124.123	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.124.196	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.124.197	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.125.158	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.127.27	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.127.33	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.168.71	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.168.82	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.216.114	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.217.238	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.218.193	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.218.203	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.219.29	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.219.73	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.219.131	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.219.203	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.219.247	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.219.248	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.220.38	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.97.224.71	8075	20.64.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
