ip	asn	bgp_prefix	cc	registry	allocated	as_org
20.228.82.57	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.82.100	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.82.105	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.82.112	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.82.244	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.82.247	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.88.33	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.89.92	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.89.165	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.90.92	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.96.199	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.99.50	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.99.53	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.110.126	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.110.180	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.110.253	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.114.80	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.120.164	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.120.208	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.228.122.249	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.42.56	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.48.31	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.88.58	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.88.64	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.129.21	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.132.25	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.133.123	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.133.132	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.133.149	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.133.202	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.134.89	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.135.62	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.135.120	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.140.168	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.140.186	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.141.71	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.145.88	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.147.80	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.150.2	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.150.216	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.150.231	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.151.15	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.151.98	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.157.247	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.159.190	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.161.64	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.163.236	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.165.195	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.166.217	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.168.185	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.168.215	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.172.144	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.172.216	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.174.24	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.174.112	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.175.255	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.176.2	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.178.253	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.179.77	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.180.221	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.182.92	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.182.139	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.182.165	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.183.12	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.185.175	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.189.158	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.189.163	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.193.48	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.193.59	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.195.148	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.203.102	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.209.117	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.210.242	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.212.179	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.213.4	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.213.86	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.216.242	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.217.43	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.224.18	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.225.108	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.226.148	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.226.152	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.233.132	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.240.149	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.241.34	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.241.68	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.241.73	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.243.155	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.245.65	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.249.209	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.230.249.225	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.236.2.240	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.236.4.208	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.136.245	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.139.132	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.139.232	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.140.8	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.147.115	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.148.206	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.149.156	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.149.205	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.150.192	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.156.96	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.156.107	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.159.146	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.162.174	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.165.157	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.167.254	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.171.126	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.172.32	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.172.45	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.173.6	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.188.136	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.189.118	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.189.230	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.190.66	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.192.23	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.192.124	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.198.184	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.199.212	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.200.162	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.202.129	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.208.132	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.208.133	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.211.252	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.212.99	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.215.51	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.216.127	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.218.66	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.220.115	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.220.240	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.225.96	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.225.181	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.231.168	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.232.148	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.232.149	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.233.38	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.237.32	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.238.209	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.247.35	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.252.170	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.237.253.237	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.2.98	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.6.60	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.7.129	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.7.136	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.36.5	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.48.74	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.90.102	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.96.25	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.96.66	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.96.133	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.97.8	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.99.7	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.100.184	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.100.219	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.242.100.242	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.0.79	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.0.128	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.5.112	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.8.66	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.16.109	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.17.52	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.17.57	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.21.129	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.25.158	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.25.160	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.30.103	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.30.220	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.31.2	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.42.74	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.43.35	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.46.110	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.47.245	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.49.187	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.52.169	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.52.179	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.62.79	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.63.160	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.63.167	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.76.250	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.79.131	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.79.255	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.82.40	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.85.132	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.87.139	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.87.188	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.92.215	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.96.22	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.98.72	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.98.98	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.100.247	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.100.248	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.101.111	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.101.205	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.102.26	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.102.56	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.106.87	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
20.245.110.52	8075	20.192.0.0/10	US	arin	2017-10-18	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
