host,alias,short_url,status,location,sources,labels,first_seen,api_status,api_body
da.gd,JYi5,https://da.gd/JYi5,,,vanderbi.lt-referrer,,2026-06-18 10:14:44,200,https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fapi.worldpoverty.io%2Fgraphql%3Fquery%3Dquery%2Bz%2528%2524d%253AFloat%2521%252C%2524a%253AInt%2521%252C%2524b%253AInt%2521%252C%2524c%253A%255BString%2521%255D%2521%2529%257B%2By2018%253A%2BworldPovertyRegion%2528year%253A%2524a%252CdailySpending%
da.gd,Jj9zFU,https://da.gd/Jj9zFU,,,vanderbi.lt-referrer,,2026-06-17 03:47:12,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2019%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%5B.code%2C%28.usd%2F10%7Cround%2F100%29%5D%29 
da.gd,JsFake,https://da.gd/JsFake,404,,wiki-db,AgentSECCountyLinker99172;GuestResearch1823,2026-06-18T17:51:57Z,404,404 - route not found 
da.gd,KUi2b,https://da.gd/KUi2b,,,vanderbi.lt-referrer,,2026-06-18 14:35:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252F%252Fcounty.json%253Fx%253D49174218&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Ccontains%28%22ma-%22%29%29%5D 
da.gd,Ko4Em,https://da.gd/Ko4Em,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://proxy.corsfix.com/https://www.sec.gov/files/county.json 
da.gd,L2izN,https://da.gd/L2izN,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2019%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%29&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json 
da.gd,LBwkuG,https://da.gd/LBwkuG,,,jd-wiki,agent-ours0525,2026-06-16T20:58:25Z,200,https://data.idph.state.ia.us/t/IDPH-DataViz/views/AnnualFemaleBreastCancer/AnnualFemaleBreastCancer.csv?:showVizHome=no&Age%20Groups=50%20and%20Older 
da.gd,LkDSN,https://da.gd/LkDSN,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fget%3Furl%3Dhttps%253A%252F%252Fmd.succ.ai%252Fhttps%253A%252F%252Fwww.investor.gov%252Fmodules%252Fcustom%252Fsec_custom_blocks%252Fjs%252Foasb_raising_capital_map%252Fmain.js&jq=%7Bsrc%3A.status.url%2Clines%3A%28.contents%7Csp
da.gd,MA2019kdat,https://da.gd/MA2019kdat,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C+%7Bcode%3A.code%2Ck%3A%28%28.usd%2F10%7Cround%29+as+%24n%7C%28%24n%2F100%7Cfloor%7Ctostring%29%2B%22.%22%2B%28%28%24n-%28%28%24n%2F100%7Cfloor%29%2A100%2
da.gd,MA2019kdat200659,https://da.gd/MA2019kdat200659,,,vanderbi.lt-referrer,,2026-06-18 12:29:32,404,404 - route not found 
da.gd,MA2019kdat292263,https://da.gd/MA2019kdat292263,,,vanderbi.lt-referrer,,2026-06-18 12:29:32,404,404 - route not found 
da.gd,MA2019kdat373633,https://da.gd/MA2019kdat373633,,,vanderbi.lt-referrer,,2026-06-18 12:04:53,404,404 - route not found 
da.gd,MA2019kdat454583,https://da.gd/MA2019kdat454583,,,vanderbi.lt-referrer,,2026-06-18 12:04:53,404,404 - route not found 
da.gd,MA2019kdat485556,https://da.gd/MA2019kdat485556,,,vanderbi.lt-referrer,,2026-06-18 12:04:53,404,404 - route not found 
da.gd,MA2019kdat606269,https://da.gd/MA2019kdat606269,,,vanderbi.lt-referrer,,2026-06-18 12:29:32,404,404 - route not found 
da.gd,MA2019tiny,https://da.gd/MA2019tiny,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://httpbin.org/base64/W1sidXMtbWEtMDA1Iiw0ODYwMF0sWyJ1cy1tYS0wMDkiLDE0MzgwMF0sWyJ1cy1tYS0wMTMiLDgwNzAwXSxbInVzLW1hLTAxNyIsMzgxMTUwXSxbInVzLW1hLTAyMSIsNzA4MzAwXSxbInVzLW1hLTAyNSIsNzQ5OTYwXV0= 
da.gd,MA2020kdat,https://da.gd/MA2020kdat,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C+%7Bcode%3A.code%2Ck%3A%28%28.usd%2F10%7Cround%29+as+%24n%7C%28%24n%2F100%7Cfloor%7Ctostring%29%2B%22.%22%2B%28%28%24n-%28%28%24n%2F100%7Cfloor%29%2A100%2
da.gd,MA2020tiny,https://da.gd/MA2020tiny,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://httpbin.org/base64/W1sidXMtbWEtMDA1IiwxMjM2NjBdLFsidXMtbWEtMDA5Iiw2NTE3MF0sWyJ1cy1tYS0wMTEiLDIyMjAwXSxbInVzLW1hLTAxMyIsMjQzMDBdLFsidXMtbWEtMDE3IiwxNDE4MTQwXSxbInVzLW1hLTAyMSIsMTA3MDAwXSxbInVzLW1hLTAyMyIsMjIzMzAwXSxbInVzLW1hLTAyNSIsMjU0MDAwMF0sWyJ1cy1tYS0wMjciLDUyNTAwXV0= 
da.gd,MA2021kdat,https://da.gd/MA2021kdat,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%7C+%7Bcode%3A.code%2Ck%3A%28%28.usd%2F10%7Cround%29+as+%24n%7C%28%24n%2F100%7Cfloor%7Ctostring%29%2B%22.%22%2B%28%28%24n-%28%28%24n%2F100%7Cfloor%29%2A100%2
da.gd,MA2021tiny,https://da.gd/MA2021tiny,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://httpbin.org/base64/W1sidXMtbWEtMDAxIiw3MzIwODguMTE4NzkxNTc5XSxbInVzLW1hLTAwOSIsMTA3ODExLjI4MzMyMDE4ODRdLFsidXMtbWEtMDEzIiwxNTM5OS45OTk5MTY1NTM0XSxbInVzLW1hLTAxNSIsNTAwMDAuMDAwNzQ1MDU3OTk0XSxbInVzLW1hLTAxNyIsMzk0MjUyNi41MzA0NzQ0MTFdLFsidXMtbWEtMDIxIiw3NTIyNjYuMjU5ODYzOTcyMV0sWyJ1cy1tYS0wMjMiL
da.gd,MAINPLACE,https://da.gd/MAINPLACE,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,404,404 - route not found 
da.gd,MDyAst,https://da.gd/MDyAst,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fregcf.json&jq=.regCF_filters 
da.gd,MWXHBZ,https://da.gd/MWXHBZ,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2019%5B46%3A52%5D&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json 
da.gd,MzrLd,https://da.gd/MzrLd,,,vanderbi.lt-referrer,,2026-05-12 05:53:46,200,https://www.sec.gov/files//county.json 
da.gd,MzrLd123abc,https://da.gd/MzrLd123abc,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,404,404 - route not found 
da.gd,Mzrrrr,https://da.gd/Mzrrrr,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,404,404 - route not found 
da.gd,NCYLib,https://da.gd/NCYLib,,,vanderbi.lt-referrer,,2026-06-18 13:52:45,200,https://jqp.vercel.app/api/v0?jq=%7Bs%3A%22sec.gov%2Ffiles%2Fcounty.json%22%2Cy%3A2020%2Cd%3A%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Ctest%28%22ma-0%22%29%29%7C%5B.code%2C+%28.usd%2F10%7Cround%2F100%29%5D%5D%7D&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%3A%2F%2Fwww.sec.gov%2Ff
da.gd,NHaZ,https://da.gd/NHaZ,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fget%3Furl%3Dhttps%253A%252F%252Fmd.succ.ai%252Fwww.sec.gov%252Ffiles%252Fcounty.json&jq=.contents%7Csplit%28%22%5Cn%22%29%7C.%5B0%3A4%5D%2B.%5B282%3A322%5D%2B.%5B1048%3A1112%5D%2B.%5B2016%3A2076%5D 
da.gd,NO3Ff,https://da.gd/NO3Ff,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fmd.succ.ai%2Fhttps%3A%2F%2Fwww.sec.gov%2Fmodules%2Fcustom%2Fsec_custom_blocks%2Fjs%2Foasb_raising_capital_map%2Fmain.js%3Fv%3D1.2 
da.gd,OExAc,https://da.gd/OExAc,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2021%5B82%3A91%5D&url=https%3A%2F%2Fda.gd%2F4qPkK 
da.gd,OOT8,https://da.gd/OOT8,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2019%5B46%3A52%5D 
da.gd,ORxYEj,https://da.gd/ORxYEj,,,vanderbi.lt-referrer,,2026-06-18 13:52:45,200,https://jqp.vercel.app/api/v0?jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Ctest%28%22ma-0%22%29%29%7C%5B.code%2C+%28.usd%2F10%7Cround%2F100%29%5D%5D&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json 
da.gd,OcwEl,https://da.gd/OcwEl,,,jd-wiki,AgentOurTester7062,2026-06-18T21:30:10Z,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fhttpbin.org%2Fjson&jq=.slideshow.title 
da.gd,OiZD,https://da.gd/OiZD,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252F%252Fcounty.json%253Fx%253D49174218&jq=%7Ba%3A%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Ccontains%28%22ma-%22%29%29%5D%2Cb%3A%5B.regCF_county_2020%5B%5D%7Cselect%28.c
da.gd,QzbVc,https://da.gd/QzbVc,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%7BMA2019%3A%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Ccontains%28%22us-ma%22%29%29%5D%2CMA2020%3A%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Ccontains%28%22us-ma%22%29%29%5D%2CMA2021%3A%5B.regCF_county_2021%5B%5D%7Cselect%28.cod
da.gd,R3vyHe,https://da.gd/R3vyHe,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Ctest%28%22ma-0%22%29%29%7C%5B.code%2C%28%28.usd%2F10%7Cround%29%2F100%29%5D%5D&url=https%3A%2F%2Fda.gd%2F4qPkK 
da.gd,RhVLGV,https://da.gd/RhVLGV,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2FJ7cAQ&jq=%7Bs%3A.status.url%2Cy%3A2021%2Ce%3A%28.contents%7Cfromjson%7C%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Ctest%28%22ma%22%29%29%7C%7Bc%3A.code%2Cu%3A.usd%7D%5D%29%7D 
da.gd,RpXOwc,https://da.gd/RpXOwc,,,vanderbi.lt-referrer,,2026-06-18 13:04:17,200,https://www.sec.gov/files//regcf.json 
da.gd,Rvm4BS,https://da.gd/Rvm4BS,,,jd-wiki,AgentOurTester3745,2026-06-18T19:24:35Z,200,https://jqp.vercel.app/api/v0?%75rl=https%3A%2F%2Fda.gd%2F4qPkK&jq=keys 
da.gd,RzHU,https://da.gd/RzHU,,,jd-wiki,AgentOurTester6617,2026-06-18T18:46:43Z,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Ccontains%28%22ma-%22%29%29%5D 
da.gd,SAmmS,https://da.gd/SAmmS,,,vanderbi.lt-referrer,,2026-06-18 10:14:44,200,https://allorigins.hexlet.app/raw?url=https://www.sec.gov/modules/custom/sec_custom_blocks/js/oasb_raising_capital_map/main.js 
da.gd,SECcountyM,https://da.gd/SECcountyM,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json 
da.gd,SECmainJx,https://da.gd/SECmainJx,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://www.sec.gov/modules/custom/sec_custom_blocks/js/oasb_raising_capital_map/main.js?vJGwO=0.19869632146849803 
da.gd,SbRBb,https://da.gd/SbRBb,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Ctest%28%22ma%22%29%29%7C%5B.code%2C%28%28.usd%2F10%7Cround%29%2F100%29%5D%5D 
da.gd,ShzQQj,https://da.gd/ShzQQj,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2020%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%29&url=https%3A%2F%2Fda.gd%2F4qPkK 
da.gd,SpT5Yv,https://da.gd/SpT5Yv,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2FJ7cAQ&jq=%7Bs%3A.status.url%2Cyear%3A2021%2Ce%3A%28.contents%7Cfromjson%7C.regCF_county_2021%5B82%3A91%5D%29%7D 
da.gd,SsDWb,https://da.gd/SsDWb,,,vanderbi.lt-referrer,,2026-05-29 15:46:24,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2FJ7cAQ&jq=%7Bs%3A.status.url%2Ca%3A%28.contents%7Cfromjson%7C.regCF_county_2020%5B52%3A62%5D%7Cmap%28%5B.code%2C.usd%2F1000%5D%29%29%7D 
da.gd,SwFgZK,https://da.gd/SwFgZK,,,vanderbi.lt-referrer,,2026-05-12 05:53:46,200,https://www.sec.gov/files//county.json?_=1 
da.gd,T6Q54,https://da.gd/T6Q54,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2Fiuf0u&jq=%7Bs%3A.status.url%2Ctooltip%3A%28.contents%7Csplit%28%22%5Cn%22%29%7C.%5B540%3A562%5D%29%7D 
da.gd,TrJu7,https://da.gd/TrJu7,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json&jq=.regCF_county_2020%5B52%3A62%5D 
da.gd,U49YqL,https://da.gd/U49YqL,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2Fiuf0u&jq=.contents%7Csplit%28%22%5Cn%22%29%7C.%5B360%3A405%5D 
da.gd,UXb36,https://da.gd/UXb36,,,vanderbi.lt-referrer,,2026-05-12 05:53:46,200,https://www.sec.gov/files/county.json?_= 
da.gd,V3UDc,https://da.gd/V3UDc,,,jd-wiki,AgentOurTester4837;AgentOurTester5651,2026-06-18T21:59:26Z,200,https://allorigins.hexlet.app/raw?url=https%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json%3F_%3D1 
da.gd,VSTAT81,https://da.gd/VSTAT81,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://vanderbi.lt/iyg1y%2B?unique=81 
da.gd,VWxm,https://da.gd/VWxm,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fget%3Furl%3Dhttps%253A%252F%252Fmd.succ.ai%252Fhttps%253A%252F%252Fwww.investor.gov%252Fmodules%252Fcustom%252Fsec_custom_blocks%252Fjs%252Foasb_raising_capital_map%252Fmain.js&jq=%7Bsrc%3A.status.url%2Clines%3A%28.contents%7Csp
da.gd,X3kAcr,https://da.gd/X3kAcr,302,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%5D,wiki-db,AICountyResearch;AgentDataHelperX;AgentResearchHelperXYZ;AgentSECCountyLinker99172;BridgeEditorAgain11;DataResearchAgent;OAIHelperSec;OpenAIResearchSec2027;RefHelper89012;ResearchAgentX;ResearchUserXYZ;ResearcherTemp;SecAgent85;[Person18],2026-06-18T16:52:32Z,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%5D 
da.gd,YpPZRA,https://da.gd/YpPZRA,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2019%5B46%3A52%5D&url=https%3A%2F%2Fda.gd%2F4qPkK 
da.gd,YukBW,https://da.gd/YukBW,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://allorigins.hexlet.app/get?url=https%3A//www.sec.gov/modules/custom/sec_custom_blocks/js/oasb_raising_capital_map/main.js 
da.gd,Z8rATd,https://da.gd/Z8rATd,,,vanderbi.lt-referrer,,2026-06-18 13:52:45,200,https://jqp.vercel.app/api/v0?jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Ctest%28%22ma-0%22%29%29%7C%5B.code%2C+%28.usd%2F10%7Cround%2F100%29%5D%5D&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%3A%2F%2Fwww.sec.gov%2Ffiles%2Fcounty.json 
da.gd,Z9cCll,https://da.gd/Z9cCll,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2021%5B82%3A91%5D 
da.gd,ZWYV,https://da.gd/ZWYV,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fget%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Fmodules%252Fcustom%252Fsec_custom_blocks%252Fjs%252Foasb_raising_capital_map%252Fmain.js&jq=%7Bsource%3A.status.url%2Clines%3A%28.contents%7Csplit%28%22%5Cn%22%29%7C.%5B382%3A400%5
da.gd,ZlqPz,https://da.gd/ZlqPz,302,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%5D,wiki-db,AICountyResearch;AgentDataHelperX;AgentResearchHelperXYZ;AgentSECCountyLinker99172;BridgeEditorAgain11;DataResearchAgent;OAIHelperSec;OpenAIResearchSec2027;RefHelper89012;ResearchAgentX;ResearchUserXYZ;ResearcherTemp;SecAgent85;[Person18],2026-06-18T16:52:32Z,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%5D 
da.gd,a0k9NZ81h5,https://da.gd/a0k9NZ81h5,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2021%5B%5D%7Cselect%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%5B.code%2C%28%28.usd%2F10%7Cround%29%2F100%29%5D%5D 
da.gd,a2R7Yl8EBk,https://da.gd/a2R7Yl8EBk,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2021%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%7Bc%3A.code%2Ck%3A%28.usd%2F1000%29%7D%29 
da.gd,a7cswLIMgM,https://da.gd/a7cswLIMgM,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2020%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%7Bc%3A.code%2Ck%3A%28.usd%2F1000%29%7D%29 
da.gd,aKVvSj,https://da.gd/aKVvSj,,,vanderbi.lt-referrer,,2026-06-18 12:03:53,200,https://www.sec.gov/files/county.json?raw=1 
da.gd,aLRXt9B6m2,https://da.gd/aLRXt9B6m2,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2019%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%7Bc%3A.code%2Ck%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%29 
da.gd,aPCSM,https://da.gd/aPCSM,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2020%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%29 
da.gd,aU815IsanK,https://da.gd/aU815IsanK,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2019%5B%5D%7Cselect%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%5B.code%2C%28%28.usd%2F10%7Cround%29%2F100%29%5D%5D 
da.gd,aXPkeG7c8c,https://da.gd/aXPkeG7c8c,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2019%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%7Bc%3A.code%2Ck%3A%28.usd%2F1000%29%7D%29 
da.gd,al2ZPA,https://da.gd/al2ZPA,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2021%5B82%3A91%5D&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json 
da.gd,aliXFgBtNo,https://da.gd/aliXFgBtNo,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2020%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%7Bc%3A.code%2Ck%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%29 
da.gd,asoyfBlDwc,https://da.gd/asoyfBlDwc,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=%5B.regCF_county_2020%5B%5D%7Cselect%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%5B.code%2C%28%28.usd%2F10%7Cround%29%2F100%29%5D%5D 
da.gd,axWfgAyYkq,https://da.gd/axWfgAyYkq,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?url=https%3A%2F%2Fda.gd%2F4qPkK&jq=.regCF_county_2021%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%7C%7Bc%3A.code%2Ck%3A%28%28.usd%2F10%7Cround%29%2F100%29%7D%29 
da.gd,b4MHl,https://da.gd/b4MHl,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://jqp.vercel.app/api/v0?jq=%7Byear%3A2019%2Cd%3A%5B.regCF_county_2019%5B%5D%7Cselect%28.code%7Cstartswith%28%22us-ma-%22%29%29%5D%7D&url=https%3A%2F%2Fda.gd%2F4qPkK 
da.gd,cXkSjy,https://da.gd/cXkSjy,,,vanderbi.lt-referrer,,2026-05-25 07:25:43,200,https://jqp.vercel.app/api/v0?jq=.regCF_county_2020%7Cmap%28select%28.code%5B3%3A5%5D%3D%3D%22ma%22%29%29&url=https%3A%2F%2Fallorigins.hexlet.app%2Fraw%3Furl%3Dhttps%253A%252F%252Fwww.sec.gov%252Ffiles%252Fcounty.json 
da.gd,caUTZc,https://da.gd/caUTZc,302,https://markdown.new/https://www.sec.gov/files/county.json,vanderbi.lt-referrer;vanderbi.lt-target,,2026-06-18 14:28:03,200,https://markdown.new/https://www.sec.gov/files/county.json 
da.gd,coshorten,https://da.gd/coshorten,302,https://politics.data.api.cnn.io/results/exit-poll/2020-PG-XPOLLS-US-6.json,vanderbi.lt-target,,2026-06-18 12:29:37,200,https://politics.data.api.cnn.io/results/exit-poll/2020-PG-XPOLLS-US-6.json 
da.gd,countySECx,https://da.gd/countySECx,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://www.sec.gov/files/county.json?aMrXD=0.42176143333755056 
da.gd,e9ksr,https://da.gd/e9ksr,,,vanderbi.lt-referrer,,2026-05-27 12:12:04,200,https://allorigins.hexlet.app/get?url=https%3A%2F%2Fmarkdown.new%2Fwww.investor.gov%2F%2Fmodules%2Fcustom%2Fsec_custom_blocks%2Fjs%2Foasb_raising_capital_map%2Fmain.js%3FMKNOHTTPS%3D1 
